Epoch,Training Set Accuracy, Generalization Set Accuracy,Training Set MSE, Generalization Set MSE
217,72.7771,73.4396,0.0341692,0.0497044
218,72.8602,73.4854,0.0340849,0.0514361
219,72.9521,73.5479,0.0340034,0.0528161
220,73.0204,73.6292,0.0339243,0.0539373
221,73.0907,73.6764,0.0338471,0.0549275
222,73.1551,73.7319,0.0337714,0.0558584
223,73.2262,73.7972,0.0336973,0.0567603
224,73.2921,73.8611,0.0336254,0.0576512
225,73.3588,73.8917,0.0335558,0.0585334
226,73.4236,73.9556,0.033488,0.0594023
227,73.4944,74.0083,0.0334216,0.0602643
228,73.5586,74.0535,0.0333562,0.0611469
229,73.6345,74.1056,0.0332916,0.0620913
230,73.7051,74.1694,0.0332281,0.0631267
231,73.7766,74.2347,0.0331655,0.0642539
232,73.8375,74.284,0.0331035,0.0654432
233,73.9035,74.3326,0.0330421,0.0666416
234,73.9824,74.3514,0.0329811,0.0677887
235,74.0509,74.3854,0.0329209,0.0688174
236,74.112,74.4229,0.0328617,0.0696704
237,74.1829,74.491,0.0328036,0.070314
238,74.2463,74.5549,0.0327468,0.0707418
239,74.3137,74.6389,0.0326916,0.0709708
240,74.3722,74.7111,0.0326379,0.0710328
241,74.4396,74.7812,0.0325859,0.0709626
242,74.5016,74.8451,0.0325356,0.0707903
243,74.5697,74.8875,0.0324868,0.0705372
244,74.6243,74.9694,0.0324394,0.0702166
245,74.6817,75.0187,0.032393,0.0698355
246,74.7419,75.0764,0.0323473,0.0693982
247,74.8007,75.1451,0.032302,0.0689078
248,74.8711,75.2097,0.0322569,0.0683681
249,74.9324,75.2826,0.0322117,0.0677839
250,74.9921,75.3472,0.0321663,0.0671627
251,75.0461,75.4132,0.0321207,0.0665158
252,75.1116,75.4604,0.0320749,0.0658577
253,75.1727,75.5194,0.0320289,0.0652045
254,75.2331,75.5639,0.0319829,0.0645709
255,75.2789,75.6174,0.0319369,0.0639693
256,75.3361,75.6569,0.0318913,0.0634086
257,75.3919,75.709,0.0318462,0.0628944
258,75.4507,75.7438,0.0318018,0.0624293
259,75.5056,75.7833,0.0317583,0.0620135
260,75.5569,75.8326,0.0317159,0.0616453
261,75.6088,75.8917,0.0316749,0.0613204
262,75.6688,75.9313,0.0316356,0.0610326
263,75.7171,75.991,0.031598,0.0607724
264,75.7782,76.0312,0.0315623,0.0605279
265,75.8417,76.0785,0.0315286,0.0602841
266,75.9062,76.1083,0.0314971,0.0600241
267,75.9551,76.1507,0.0314677,0.0597309
268,76.0086,76.1757,0.0314406,0.0593887
269,76.0604,76.2389,0.0314159,0.0589859
270,76.1178,76.2979,0.0313936,0.058515
271,76.1623,76.3444,0.0313737,0.0579737
272,76.2188,76.4028,0.0313563,0.0573626
273,76.2572,76.4562,0.0313412,0.0566852
274,76.3074,76.5382,0.0313285,0.0559466
275,76.3627,76.609,0.031318,0.0551537
276,76.4104,76.6889,0.0313097,0.0543146
277,76.4549,76.7424,0.0313036,0.0534385
278,76.5088,76.8021,0.0312998,0.0525353
279,76.559,76.8785,0.0312984,0.0516156
280,76.6079,76.9639,0.0312993,0.0506912
281,76.6581,77.0694,0.0313027,0.0497742
282,76.7093,77.1479,0.0313085,0.048875
283,76.7634,77.2292,0.0313167,0.0479969
284,76.8227,77.2979,0.0313276,0.0471279
285,76.8799,77.3903,0.0313409,0.0462401
286,76.9211,77.4486,0.0313568,0.045304
287,76.9676,77.525,0.0313752,0.0443069
288,77.012,77.5847,0.0313969,0.0432802
289,77.0641,77.6458,0.0314231,0.0422528
290,77.1102,77.6931,0.0314525,0.0412635
291,77.1394,77.7438,0.0314864,0.0403627
292,77.1887,77.8104,0.0315238,0.0394832
293,77.2231,77.8583,0.0315635,0.0386317
294,77.2593,77.9035,0.0316048,0.0379201
295,77.3021,77.9201,0.0316472,0.0373823
296,77.3319,77.9347,0.0316901,0.0370086
297,77.362,77.9486,0.0317344,0.0367463
298,77.4046,77.9639,0.0317789,0.036542
299,77.4421,77.9806,0.0318209,0.0364127
300,77.4676,77.9736,0.0318592,0.0363629
301,77.5072,77.9979,0.0318937,0.0363572
302,77.5257,78.0104,0.0319244,0.0363541
303,77.5546,78.0285,0.0319501,0.0363213
304,77.5817,78.0368,0.031968,0.0362624
305,77.6093,78.0583,0.0319745,0.0362008
306,77.6275,78.0806,0.0319671,0.0361439
307,77.6521,78.1229,0.0319467,0.0360875
308,77.6685,78.1618,0.0319145,0.0360262
309,77.6905,78.1833,0.0318714,0.0359578
310,77.7088,78.2028,0.0318186,0.0358874
311,77.7204,78.2528,0.0317577,0.0358259
312,77.7315,78.2597,0.0316903,0.0357888
313,77.7428,78.275,0.0316174,0.0357935
314,77.7507,78.2764,0.0315404,0.0358455
315,77.7583,78.2792,0.0314607,0.0359328
316,77.7597,78.2868,0.0313795,0.0360397
317,77.7537,78.3132,0.0312978,0.0361721
318,77.765,78.3674,0.0312167,0.036343
319,77.7669,78.3375,0.0311381,0.0365482
320,77.7653,78.3431,0.0310629,0.036786
321,77.7664,78.3417,0.0309904,0.0370651
322,77.7789,78.3243,0.0309196,0.0373958
323,77.7859,78.3215,0.0308496,0.0377856
324,77.7877,78.2917,0.03078,0.0382362
325,77.7917,78.2667,0.0307105,0.0387426
326,77.7972,78.2438,0.0306414,0.0392945
327,77.8109,78.2444,0.0305728,0.0398785
328,77.8231,78.2313,0.0305051,0.0404809
329,77.8435,78.2111,0.0304381,0.041087
330,77.865,78.1764,0.0303708,0.0416911
331,77.8782,78.1507,0.0303034,0.0422984
332,77.8891,78.1097,0.0302355,0.0428883
333,77.9021,78.0951,0.0301672,0.0434582
334,77.9167,78.0833,0.0300997,0.0440284
335,77.9361,78.0958,0.0300335,0.0445939
336,77.9579,78.0799,0.0299661,0.0451983
337,77.9778,78.0493,0.0298984,0.0458283
338,77.9926,78.0438,0.0298313,0.0464503
339,78.0181,78.0257,0.029765,0.0470593
340,78.0336,78.0111,0.0296991,0.0476659
341,78.0507,77.9764,0.0296324,0.0482763
342,78.078,77.9465,0.029565,0.0489039
343,78.1065,77.8979,0.0294975,0.0495503
344,78.1373,77.8535,0.0294301,0.0502076
345,78.1581,77.8257,0.0293627,0.0508737
346,78.184,77.7917,0.0292956,0.0515493
347,78.2118,77.7569,0.0292286,0.0522322
348,78.2396,77.7278,0.029162,0.0529156
349,78.2789,77.6993,0.0290963,0.0535926
350,78.3132,77.6688,0.0290314,0.0542579
351,78.3424,77.6542,0.0289678,0.0549063
352,78.378,77.6368,0.0289055,0.0555311
353,78.4111,77.6458,0.0288444,0.0561224
354,78.4558,77.6417,0.0287842,0.0566725
355,78.5016,77.6465,0.0287252,0.0571849
356,78.5345,77.641,0.0286675,0.0576722
357,78.5708,77.659,0.0286104,0.0581382
358,78.6072,77.6806,0.0285532,0.058559
359,78.6549,77.6972,0.0284976,0.058936
360,78.7009,77.7153,0.0284437,0.0592741
361,78.7412,77.741,0.028391,0.0595749
362,78.7801,77.7896,0.0283392,0.0598397
363,78.8252,77.8264,0.0282882,0.0600695
364,78.8697,77.8694,0.028238,0.060265
365,78.9134,77.8993,0.0281887,0.0604267
366,78.9653,77.9472,0.0281402,0.0605543
367,79.0062,78.0035,0.0280927,0.0606467
368,79.0502,78.0563,0.0280463,0.0607018
369,79.088,78.1188,0.0280012,0.0607167
370,79.1331,78.184,0.0279575,0.0606899
371,79.1773,78.2507,0.0279151,0.0606231
372,79.2259,78.3056,0.027874,0.0605207
373,79.2725,78.3729,0.0278339,0.0603875
374,79.3083,78.4306,0.0277946,0.0602261
375,79.3576,78.4854,0.027756,0.0600359
376,79.3965,78.5563,0.0277178,0.0598167
377,79.4488,78.6326,0.0276803,0.0595729
378,79.4887,78.7188,0.0276436,0.0593108
379,79.5292,78.7917,0.027608,0.0590328
380,79.565,78.8653,0.0275733,0.0587395
381,79.5998,78.9472,0.0275396,0.0584316
382,79.64,79.0167,0.0275067,0.0581104
383,79.6766,79.0993,0.0274747,0.0577771
384,79.715,79.1701,0.0274436,0.0574322
385,79.7602,79.2493,0.0274132,0.0570762
386,79.8025,79.309,0.0273835,0.0567095
387,79.8391,79.3736,0.0273545,0.0563332
388,79.8755,79.4562,0.0273262,0.0559479
389,79.91,79.5465,0.0272985,0.0555543
390,79.9475,79.6222,0.0272714,0.0551526
391,79.9787,79.6924,0.0272448,0.0547434
392,80.0162,79.7583,0.0272188,0.0543272
393,80.0479,79.8361,0.0271933,0.0539051
394,80.0762,79.9007,0.0271682,0.0534779
395,80.1123,79.9736,0.0271436,0.0530461
396,80.1414,80.0389,0.0271193,0.0526092
397,80.1757,80.1,0.0270954,0.0521664
398,80.2056,80.1674,0.0270717,0.0517165
399,80.2398,80.241,0.0270483,0.0512599
400,80.2699,80.3028,0.0270251,0.0507977
401,80.3019,80.3569,0.0270021,0.050332
402,80.3331,80.4139,0.0269795,0.0498651
403,80.3641,80.4715,0.0269573,0.0493995
404,80.3917,80.534,0.0269355,0.0489358
405,80.4238,80.5847,0.026914,0.0484743
406,80.4516,80.6458,0.0268926,0.0480146
407,80.4868,80.6917,0.0268712,0.0475572
408,80.516,80.7604,0.0268498,0.0471027
409,80.5465,80.8215,0.0268283,0.046652
410,80.5738,80.8778,0.0268069,0.0462057
411,80.6002,80.9278,0.0267854,0.0457649
412,80.6252,80.9625,0.0267638,0.0453303
413,80.6493,81.025,0.0267422,0.0449032
414,80.6731,81.0715,0.0267207,0.0444847
415,80.7016,81.1042,0.026699,0.0440765
416,80.731,81.1472,0.0266774,0.0436794
417,80.7583,81.1917,0.0266557,0.0432945
418,80.7836,81.2278,0.0266338,0.0429221
419,80.8144,81.2549,0.0266119,0.0425624
420,80.837,81.2965,0.0265899,0.0422155
421,80.8657,81.3292,0.0265677,0.0418813
422,80.894,81.3694,0.0265455,0.0415595
423,80.9148,81.3986,0.0265233,0.0412498
424,80.937,81.434,0.026501,0.0409513
425,80.9637,81.4708,0.0264786,0.0406633
426,80.9877,81.5153,0.0264561,0.0403847
427,81.0083,81.5528,0.0264335,0.0401146
428,81.0312,81.5903,0.0264108,0.0398524
429,81.0542,81.6222,0.026388,0.0395974
430,81.0764,81.6472,0.0263652,0.039349
431,81.0977,81.6819,0.0263424,0.0391067
432,81.1257,81.7076,0.0263195,0.0388702
433,81.1537,81.7424,0.0262967,0.0386388
434,81.1764,81.7764,0.026274,0.0384123
435,81.1972,81.8118,0.0262513,0.0381902
436,81.2213,81.8472,0.0262287,0.0379723
437,81.2465,81.8764,0.0262061,0.0377584
438,81.2745,81.9056,0.0261836,0.0375483
439,81.2988,81.9472,0.0261612,0.0373419
440,81.3257,81.9826,0.0261389,0.037139
441,81.3486,82.0118,0.0261166,0.0369394
442,81.3731,82.0417,0.0260944,0.036743
443,81.3981,82.0778,0.0260723,0.0365494
444,81.4255,82.1076,0.0260503,0.0363585
445,81.4477,82.1472,0.0260285,0.0361702
446,81.4725,82.1889,0.0260067,0.0359847
447,81.4924,82.2132,0.0259852,0.0358024
448,81.5183,82.25,0.0259639,0.035624
449,81.5451,82.2889,0.0259428,0.0354499
450,81.5674,82.3299,0.0259219,0.0352806
451,81.5905,82.35,0.0259011,0.0351164
452,81.6113,82.3694,0.0258805,0.034957
453,81.6363,82.3951,0.0258601,0.0348018
454,81.6581,82.4167,0.0258398,0.03465
455,81.6794,82.4444,0.0258196,0.0345012
456,81.6986,82.4715,0.0257995,0.034355
457,81.722,82.5021,0.0257796,0.0342114
458,81.7366,82.5361,0.0257598,0.0340704
459,81.7611,82.5639,0.0257402,0.0339321
460,81.7838,82.5903,0.0257207,0.0337966
461,81.8053,82.6194,0.0257014,0.0336639
462,81.8271,82.6389,0.0256822,0.0335337
463,81.85,82.666,0.0256631,0.0334059
464,81.8678,82.6833,0.0256442,0.0332802
465,81.8912,82.7111,0.0256254,0.0331564
466,81.909,82.7368,0.0256067,0.0330343
467,81.9308,82.7583,0.0255881,0.0329136
468,81.9495,82.7861,0.0255696,0.032794
469,81.9683,82.8,0.0255512,0.0326752
470,81.9866,82.8187,0.0255329,0.0325571
471,82.0056,82.8292,0.0255147,0.0324395
472,82.0218,82.8444,0.0254965,0.0323222
473,82.0442,82.8632,0.0254785,0.0322055
474,82.0644,82.8819,0.0254604,0.0320896
475,82.0824,82.9049,0.0254421,0.0319744
476,82.1007,82.9264,0.0254238,0.0318597
477,82.125,82.9417,0.0254058,0.0317468
478,82.1456,82.9604,0.0253882,0.0316366
479,82.162,82.9826,0.0253712,0.0315226
480,82.1766,83.0056,0.025354,0.0314049
481,82.1933,83.0153,0.0253362,0.0312862
482,82.2118,83.0174,0.0253182,0.0311643
483,82.2255,83.0299,0.0253007,0.031037
484,82.2454,83.0576,0.0252835,0.0309099
485,82.2669,83.0667,0.0252664,0.0307857
486,82.2887,83.0743,0.0252495,0.0306638
487,82.3023,83.0958,0.0252326,0.0305432
488,82.3229,83.116,0.0252158,0.0304233
489,82.3442,83.125,0.0251991,0.0303037
490,82.3613,83.1389,0.0251826,0.0301835
491,82.3773,83.1542,0.0251661,0.0300623
492,82.3995,83.1569,0.0251495,0.0299437
493,82.4241,83.1639,0.0251324,0.0298266
494,82.4421,83.1903,0.0251156,0.0297241
495,82.4641,83.2194,0.0250991,0.0296197
496,82.4813,83.2347,0.0250827,0.0295024
497,82.4947,83.2361,0.0250664,0.0293857
498,82.515,83.2521,0.02505,0.0292795
499,82.5333,83.2715,0.0250338,0.029179
500,82.5542,83.2875,0.0250177,0.0290764
501,82.5711,83.3132,0.0250017,0.028971
502,82.5903,83.3187,0.0249857,0.0288643
503,82.6079,83.334,0.0249696,0.0287556
504,82.6269,83.3444,0.0249536,0.0286443
505,82.644,83.3535,0.0249376,0.0285333
506,82.6606,83.3639,0.0249217,0.0284263
507,82.6771,83.3785,0.0249061,0.0283262
508,82.6951,83.3931,0.0248906,0.0282301
509,82.7123,83.4104,0.0248752,0.0281348
510,82.7273,83.4215,0.0248598,0.0280398
511,82.7491,83.4313,0.0248445,0.0279452
512,82.7674,83.4375,0.0248292,0.0278511
513,82.79,83.4604,0.0248139,0.027758
514,82.8039,83.4618,0.0247986,0.0276658
515,82.8181,83.4708,0.0247834,0.0275745
516,82.8329,83.4778,0.0247683,0.0274842
517,82.8479,83.4882,0.0247532,0.0273946
518,82.8637,83.4965,0.0247381,0.0273056
519,82.8778,83.5104,0.0247232,0.0272171
520,82.8937,83.5222,0.0247083,0.027129
521,82.9083,83.5285,0.0246935,0.0270414
522,82.9299,83.5396,0.0246787,0.026954
523,82.9444,83.5597,0.024664,0.0268667
524,82.9572,83.5715,0.0246493,0.0267795
525,82.9713,83.5924,0.0246347,0.0266923
526,82.9866,83.6139,0.02462,0.0266052
527,83.003,83.6146,0.0246054,0.0265183
528,83.0194,83.6257,0.0245908,0.0264319
529,83.037,83.6389,0.0245762,0.026346
530,83.0532,83.6486,0.0245616,0.026261
531,83.0678,83.6569,0.024547,0.0261769
532,83.0887,83.6583,0.0245324,0.0260937
533,83.1088,83.6694,0.0245178,0.0260115
534,83.122,83.6694,0.0245032,0.0259303
535,83.1368,83.6944,0.0244886,0.02585
536,83.1525,83.7062,0.0244741,0.0257706
537,83.1697,83.7083,0.0244596,0.025692
538,83.1819,83.7104,0.0244451,0.0256142
539,83.1981,83.7243,0.0244307,0.025537
540,83.2141,83.7278,0.0244163,0.0254604
541,83.2326,83.7472,0.0244019,0.0253844
542,83.2454,83.7646,0.0243875,0.025309
543,83.2634,83.7826,0.0243732,0.0252343
544,83.2792,83.8007,0.0243589,0.0251604
545,83.2938,83.8132,0.0243446,0.0250873
546,83.3125,83.8236,0.0243304,0.0250151
547,83.3269,83.8306,0.0243162,0.0249439
548,83.3377,83.8458,0.0243021,0.0248738
549,83.3546,83.859,0.024288,0.0248048
550,83.3669,83.8715,0.0242739,0.0247371
551,83.381,83.8806,0.02426,0.0246705
552,83.3972,83.8896,0.0242461,0.0246052
553,83.413,83.9076,0.0242322,0.024541
554,83.4299,83.9278,0.0242184,0.0244781
555,83.4458,83.9382,0.0242047,0.0244163
556,83.4579,83.9556,0.0241911,0.0243555
557,83.4729,83.9681,0.0241775,0.0242958
558,83.4863,83.9819,0.024164,0.0242371
559,83.4988,83.9938,0.0241506,0.0241793
560,83.5125,84.0014,0.0241372,0.0241225
561,83.5234,84.0069,0.0241239,0.0240665
562,83.538,84.0222,0.0241106,0.0240114
563,83.5551,84.0292,0.0240974,0.023957
564,83.5694,84.0444,0.0240842,0.0239034
565,83.5829,84.05,0.0240711,0.0238505
566,83.5949,84.0653,0.0240579,0.0237982
567,83.6095,84.0771,0.0240449,0.0237466
568,83.6218,84.0958,0.0240318,0.0236955
569,83.6356,84.1076,0.0240188,0.0236448
570,83.6488,84.1104,0.0240058,0.0235946
571,83.6625,84.1236,0.0239928,0.0235447
572,83.6764,84.1382,0.0239798,0.0234949
573,83.687,84.1528,0.0239667,0.0234454
574,83.6991,84.175,0.0239537,0.0233961
575,83.7134,84.175,0.0239406,0.0233472
576,83.7245,84.1903,0.0239275,0.0232992
577,83.7398,84.2028,0.0239144,0.0232524
578,83.7544,84.2125,0.0239013,0.0232069
579,83.7648,84.2285,0.0238882,0.0231627
580,83.7803,84.2382,0.0238751,0.0231196
581,83.7935,84.2507,0.023862,0.0230774
582,83.8097,84.259,0.023849,0.0230361
583,83.8231,84.2736,0.023836,0.0229955
584,83.8338,84.2903,0.0238231,0.0229557
585,83.8468,84.3,0.0238102,0.0229166
586,83.8606,84.309,0.0237974,0.0228782
587,83.8738,84.3181,0.0237847,0.0228406
588,83.8866,84.3299,0.023772,0.0228037
589,83.8981,84.341,0.0237594,0.0227677
590,83.91,84.3458,0.0237468,0.0227326
591,83.9294,84.3639,0.0237343,0.0226984
592,83.9407,84.3785,0.0237218,0.0226652
593,83.9542,84.3889,0.0237093,0.0226328
594,83.9692,84.3993,0.0236969,0.0226013
