Epoch,Training Set Accuracy, Generalization Set Accuracy,Training Set MSE, Generalization Set MSE
80,85.3519,85.2799,0.0156873,0.0192783
81,85.4519,85.3833,0.0155962,0.0191551
82,85.5544,85.4792,0.015507,0.0190347
83,85.6493,85.5667,0.0154195,0.0189168
84,85.7507,85.6493,0.0153337,0.0188015
85,85.8384,85.741,0.0152495,0.0186886
86,85.9282,85.8354,0.0151669,0.0185781
87,86.022,85.9125,0.0150859,0.0184699
88,86.1109,86.0014,0.0150063,0.0183638
89,86.19,86.0924,0.0149282,0.0182599
90,86.2757,86.175,0.0148514,0.0181579
91,86.3512,86.2687,0.014776,0.0180579
92,86.434,86.3507,0.0147019,0.0179596
93,86.5125,86.4333,0.014629,0.0178632
94,86.5882,86.5146,0.0145574,0.0177684
95,86.662,86.5972,0.0144869,0.0176752
96,86.7352,86.6694,0.0144175,0.0175835
97,86.809,86.7472,0.0143493,0.0174934
98,86.8884,86.8167,0.014282,0.0174046
99,86.9627,86.9014,0.0142158,0.0173172
100,87.0331,86.9743,0.0141506,0.0172312
101,87.1074,87.0472,0.0140864,0.0171465
102,87.1778,87.1104,0.014023,0.017063
103,87.2479,87.1771,0.0139606,0.0169808
104,87.3111,87.2382,0.0138991,0.0168998
105,87.3817,87.2951,0.0138384,0.0168199
106,87.4419,87.3701,0.0137786,0.0167412
107,87.5051,87.4313,0.0137196,0.0166636
108,87.5648,87.4931,0.0136615,0.0165871
109,87.625,87.5687,0.0136041,0.0165116
110,87.6796,87.6299,0.0135476,0.0164371
111,87.737,87.6882,0.0134919,0.0163636
112,87.7956,87.7486,0.0134369,0.016291
113,87.8525,87.8153,0.0133828,0.0162193
114,87.9134,87.8694,0.0133294,0.0161484
115,87.9729,87.9215,0.0132769,0.0160784
116,88.0296,87.9743,0.013225,0.0160092
117,88.0824,88.0285,0.013174,0.0159408
118,88.141,88.0736,0.0131237,0.0158731
119,88.1972,88.1285,0.0130741,0.0158062
120,88.2502,88.184,0.0130253,0.0157399
121,88.3025,88.2354,0.0129773,0.0156744
122,88.356,88.2882,0.0129299,0.0156095
123,88.4086,88.3493,0.0128832,0.0155452
124,88.463,88.4069,0.0128373,0.0154817
125,88.5164,88.4507,0.012792,0.0154187
126,88.5648,88.5035,0.0127474,0.0153564
127,88.6118,88.5569,0.0127035,0.0152947
128,88.6604,88.6069,0.0126602,0.0152335
129,88.7102,88.6569,0.0126175,0.015173
130,88.756,88.7049,0.0125755,0.0151131
131,88.7977,88.7417,0.012534,0.0150537
132,88.8438,88.7861,0.0124932,0.0149948
133,88.8829,88.8271,0.0124529,0.0149366
134,88.9299,88.8681,0.0124133,0.0148788
135,88.9755,88.9174,0.0123741,0.0148216
136,89.0183,88.9604,0.0123355,0.0147649
137,89.0616,88.9965,0.0122975,0.0147087
138,89.0988,89.034,0.0122599,0.0146529
139,89.1437,89.0743,0.0122229,0.0145977
140,89.1856,89.1118,0.0121864,0.014543
141,89.2271,89.1576,0.0121503,0.0144887
142,89.2662,89.2,0.0121147,0.0144349
143,89.3069,89.2493,0.0120796,0.0143815
144,89.3505,89.2882,0.0120449,0.0143286
145,89.3887,89.3292,0.0120107,0.0142761
146,89.4257,89.3715,0.0119769,0.014224
147,89.4623,89.4069,0.0119435,0.0141724
148,89.4979,89.4486,0.0119105,0.0141212
149,89.5289,89.4882,0.0118779,0.0140705
150,89.5674,89.5264,0.0118457,0.0140201
151,89.6046,89.5632,0.0118139,0.0139702
152,89.638,89.6,0.0117825,0.0139207
153,89.6704,89.6347,0.0117514,0.0138715
154,89.703,89.6736,0.0117207,0.0138228
155,89.7338,89.7076,0.0116904,0.0137745
156,89.7669,89.7438,0.0116603,0.0137266
157,89.8063,89.7812,0.0116307,0.0136791
158,89.8447,89.8222,0.0116013,0.013632
159,89.8771,89.8535,0.0115723,0.0135853
160,89.9104,89.884,0.0115436,0.013539
161,89.944,89.9167,0.0115152,0.013493
162,89.9741,89.9472,0.0114871,0.0134475
163,90.0053,89.9861,0.0114593,0.0134024
164,90.0398,90.0271,0.0114318,0.0133577
165,90.0398,90.0271,0.0114318,0.0133577

Training Complete!!! - > Elapsed Epochs: 165 Validation Set Accuracy: 90.0868 Validation Set MSE: 0.0129053
