Epoch,Training Set Accuracy, Generalization Set Accuracy,Training Set MSE, Generalization Set MSE
604,65.3054,64.275,0.00347347,0.00548078
605,65.3388,64.325,0.00347151,0.00548035
606,65.3304,64.375,0.00346956,0.00547991
607,65.3804,64.375,0.00346761,0.00547947
608,65.3638,64.4,0.00346567,0.00547904
609,65.3971,64.4,0.00346373,0.00547861
610,65.4055,64.4,0.00346179,0.00547818
611,65.4138,64.425,0.00345986,0.00547775
612,65.4471,64.425,0.00345793,0.00547733
613,65.4638,64.5,0.00345601,0.00547691
614,65.4555,64.475,0.00345408,0.00547649
615,65.4888,64.475,0.00345217,0.00547607
616,65.4721,64.525,0.00345025,0.00547566
617,65.4805,64.525,0.00344834,0.00547524
618,65.4638,64.475,0.00344643,0.00547484
619,65.4388,64.475,0.00344452,0.00547443
620,65.4721,64.475,0.00344262,0.00547403
621,65.4888,64.5,0.00344072,0.00547363
622,65.5055,64.475,0.00343883,0.00547323
623,65.5388,64.5,0.00343694,0.00547284
624,65.5305,64.5,0.00343505,0.00547245
625,65.5638,64.5,0.00343317,0.00547206
626,65.5805,64.525,0.00343129,0.00547168
627,65.5721,64.55,0.00342941,0.0054713
628,65.5971,64.575,0.00342754,0.00547092
629,65.6221,64.575,0.00342567,0.00547055
630,65.6055,64.575,0.00342381,0.00547017
631,65.5888,64.6,0.00342195,0.0054698
632,65.5638,64.625,0.00342009,0.00546943
633,65.5638,64.625,0.00341824,0.00546907
634,65.5805,64.7,0.00341639,0.0054687
635,65.5971,64.7,0.00341454,0.00546834
636,65.6138,64.725,0.0034127,0.00546797
637,65.6055,64.725,0.00341086,0.00546761
638,65.6221,64.775,0.00340903,0.00546725
639,65.6305,64.775,0.00340719,0.00546689
640,65.6638,64.75,0.00340537,0.00546653
641,65.6721,64.725,0.00340354,0.00546617
642,65.6805,64.75,0.00340172,0.00546581
643,65.6971,64.775,0.0033999,0.00546545
644,65.7305,64.75,0.00339808,0.00546509
645,65.7638,64.75,0.00339627,0.00546473
646,65.7971,64.7,0.00339446,0.00546437
647,65.8138,64.7,0.00339265,0.00546401
648,65.8388,64.725,0.00339084,0.00546365
649,65.8388,64.7,0.00338904,0.00546329
650,65.8722,64.75,0.00338723,0.00546293
651,65.8638,64.75,0.00338543,0.00546257
652,65.8722,64.775,0.00338363,0.00546221
653,65.8888,64.8,0.00338183,0.00546185
654,65.9138,64.825,0.00338004,0.00546149
655,65.9388,64.8,0.00337824,0.00546113
656,65.9555,64.8,0.00337645,0.00546076
657,65.9805,64.85,0.00337465,0.0054604
658,65.9888,64.875,0.00337285,0.00546003
659,66.0055,64.9,0.00337106,0.00545966
660,66.0388,64.9,0.00336926,0.00545929
661,66.0722,64.875,0.00336747,0.00545892
662,66.0888,64.925,0.00336567,0.00545854
663,66.0972,64.9,0.00336388,0.00545816
664,66.0972,64.9,0.00336208,0.00545778
665,66.1305,64.925,0.00336028,0.0054574
666,66.1555,64.95,0.00335848,0.00545701
667,66.1722,64.975,0.00335669,0.00545661
668,66.1555,65,0.00335489,0.00545621
669,66.1722,64.975,0.00335309,0.0054558
670,66.1888,65,0.00335128,0.00545539
671,66.1888,65,0.00334948,0.00545498
672,66.2139,64.975,0.00334768,0.00545455
673,66.2305,64.975,0.00334587,0.00545412
674,66.2639,65,0.00334406,0.00545368
675,66.2972,65,0.00334224,0.00545323
676,66.3389,65.05,0.00334042,0.00545278
677,66.3555,65.075,0.0033386,0.00545231
678,66.3722,65.1,0.00333676,0.00545184
679,66.4139,65.1,0.00333492,0.00545135
680,66.4222,65.075,0.00333306,0.00545086
681,66.4722,65.1,0.00333119,0.00545036
682,66.4639,65.125,0.00332931,0.00544985
683,66.4805,65.075,0.00332741,0.00544932
684,66.4639,65.075,0.00332548,0.0054488
685,66.4722,65.05,0.00332353,0.00544826
686,66.4222,65.1,0.00332155,0.00544772
687,66.4305,65.075,0.00331954,0.00544718
688,66.4639,65.1,0.00331749,0.00544664
689,66.4722,65.075,0.00331541,0.00544611
690,66.4889,65.125,0.00331329,0.00544559
691,66.5055,65.175,0.00331113,0.00544508
692,66.5222,65.2,0.00330894,0.00544459
693,66.5389,65.275,0.00330672,0.00544413
694,66.5389,65.25,0.00330446,0.00544369
695,66.5472,65.25,0.00330218,0.00544329
696,66.5555,65.275,0.00329987,0.00544293
697,66.5472,65.275,0.00329754,0.00544261
698,66.5722,65.325,0.00329519,0.00544234
699,66.5889,65.2,0.00329283,0.00544211
700,66.5972,65.25,0.00329047,0.00544191
701,66.6389,65.2,0.0032881,0.00544175
702,66.6722,65.225,0.00328575,0.00544162
703,66.6889,65.3,0.00328341,0.00544152
704,66.6806,65.325,0.00328109,0.00544143
705,66.6639,65.325,0.0032788,0.00544136
706,66.6389,65.3,0.00327653,0.00544131
707,66.6639,65.325,0.00327428,0.00544126
708,66.6972,65.275,0.00327206,0.00544122
709,66.6722,65.275,0.00326987,0.00544119
710,66.7056,65.3,0.00326769,0.00544117
711,66.7139,65.35,0.00326554,0.00544115
712,66.6972,65.35,0.00326341,0.00544114
713,66.6972,65.3,0.0032613,0.00544114
714,66.7222,65.3,0.00325921,0.00544115
715,66.7306,65.3,0.00325713,0.00544116
716,66.7056,65.275,0.00325507,0.00544119
717,66.7306,65.3,0.00325302,0.00544122
718,66.7806,65.3,0.00325099,0.00544127
719,66.7556,65.35,0.00324897,0.00544133
720,66.7472,65.325,0.00324696,0.0054414
721,66.7389,65.35,0.00324496,0.00544149
722,66.7389,65.325,0.00324297,0.00544158
723,66.7472,65.325,0.00324099,0.00544169
724,66.7389,65.375,0.00323902,0.00544181
725,66.7472,65.4,0.00323705,0.00544195
726,66.7556,65.4,0.00323509,0.00544209
727,66.7472,65.4,0.00323315,0.00544224
728,66.7556,65.4,0.0032312,0.0054424
729,66.7556,65.425,0.00322927,0.00544257
730,66.7472,65.45,0.00322734,0.00544275
731,66.7389,65.5,0.00322542,0.00544293
732,66.7722,65.5,0.00322351,0.00544311
733,66.8139,65.55,0.0032216,0.00544329
734,66.7972,65.525,0.0032197,0.00544347
735,66.7889,65.525,0.00321781,0.00544366
736,66.8139,65.5,0.00321593,0.00544384
737,66.8472,65.5,0.00321405,0.00544402
738,66.8556,65.5,0.00321219,0.0054442
739,66.8806,65.525,0.00321033,0.00544437
740,66.8889,65.525,0.00320848,0.00544455
741,66.8472,65.525,0.00320664,0.00544472
742,66.8389,65.525,0.0032048,0.00544489
743,66.8556,65.55,0.00320298,0.00544506
744,66.8472,65.5,0.00320116,0.00544522
745,66.8639,65.5,0.00319935,0.00544539
746,66.8889,65.475,0.00319754,0.00544555
747,66.8722,65.45,0.00319574,0.00544572
748,66.8722,65.475,0.00319395,0.00544588
749,66.8556,65.525,0.00319217,0.00544605
750,66.8556,65.525,0.00319039,0.00544621
751,66.8722,65.575,0.00318862,0.00544638
752,66.8972,65.6,0.00318685,0.00544654
753,66.9056,65.6,0.00318509,0.00544671
754,66.8556,65.625,0.00318334,0.00544687
755,66.8722,65.625,0.00318159,0.00544704
756,66.8889,65.625,0.00317985,0.0054472
757,66.9056,65.625,0.00317812,0.00544737
758,66.8889,65.6,0.00317639,0.00544754
759,66.8972,65.575,0.00317467,0.0054477
760,66.8972,65.65,0.00317296,0.00544787
761,66.9222,65.65,0.00317125,0.00544803
762,66.9222,65.65,0.00316955,0.00544819
763,66.9139,65.65,0.00316785,0.00544835
764,66.9139,65.675,0.00316616,0.00544851
765,66.9222,65.7,0.00316448,0.00544867
766,66.9472,65.7,0.00316281,0.00544882
767,66.9556,65.725,0.00316114,0.00544897
768,66.9806,65.775,0.00315948,0.00544912
769,67.0056,65.8,0.00315783,0.00544927
770,67.0056,65.8,0.00315618,0.00544941
771,67.0139,65.75,0.00315454,0.00544955
772,67.0306,65.725,0.00315291,0.00544968
773,67.0223,65.7,0.00315128,0.00544982
774,67.0389,65.7,0.00314966,0.00544994
775,67.0556,65.7,0.00314804,0.00545007
776,67.0473,65.8,0.00314643,0.00545019
777,67.0723,65.8,0.00314483,0.00545031
778,67.0389,65.8,0.00314323,0.00545042
779,67.0473,65.925,0.00314164,0.00545053
780,67.0223,65.925,0.00314006,0.00545064
781,67.0306,65.925,0.00313848,0.00545074
782,67.0139,65.925,0.00313691,0.00545084
783,67.0389,65.95,0.00313534,0.00545093
784,67.0223,65.95,0.00313378,0.00545102
785,67.0389,65.975,0.00313222,0.00545111
786,67.0556,66,0.00313067,0.00545119
787,67.0806,66.025,0.00312912,0.00545127
788,67.1306,66.05,0.00312758,0.00545134
789,67.1306,66.075,0.00312604,0.00545142
790,67.1473,66.05,0.00312451,0.00545149
791,67.1806,66.05,0.00312298,0.00545155
792,67.2056,66.025,0.00312146,0.00545161
793,67.2223,66.05,0.00311994,0.00545167
794,67.2556,66.025,0.00311843,0.00545173
795,67.2723,66.025,0.00311692,0.00545178
796,67.2889,66.025,0.00311542,0.00545183
797,67.2973,66.05,0.00311392,0.00545187
798,67.3056,66.05,0.00311243,0.00545192
799,67.3223,66.075,0.00311094,0.00545196
800,67.3223,66.075,0.00310945,0.005452
801,67.3389,66.05,0.00310797,0.00545203
802,67.3473,66.05,0.0031065,0.00545206
803,67.3473,66.05,0.00310503,0.00545209
804,67.3473,66,0.00310356,0.00545212
805,67.3473,66,0.00310209,0.00545215
806,67.3389,66.025,0.00310063,0.00545217
807,67.3223,66.025,0.00309918,0.00545219
808,67.3223,66.075,0.00309773,0.0054522
809,67.3056,66.075,0.00309628,0.00545222
810,67.2973,66.075,0.00309484,0.00545223
811,67.3473,66.05,0.0030934,0.00545224
812,67.3473,66.05,0.00309196,0.00545224
813,67.3473,66.075,0.00309053,0.00545225
814,67.3389,66.1,0.0030891,0.00545225
815,67.3306,66.125,0.00308768,0.00545224
816,67.3306,66.15,0.00308625,0.00545224
817,67.3639,66.175,0.00308484,0.00545223
818,67.3556,66.15,0.00308342,0.00545222
819,67.3639,66.2,0.00308201,0.0054522
820,67.3806,66.2,0.0030806,0.00545218
821,67.3973,66.2,0.0030792,0.00545216
822,67.3973,66.2,0.0030778,0.00545214
823,67.3889,66.2,0.0030764,0.00545211
824,67.3973,66.2,0.00307501,0.00545208
825,67.3973,66.225,0.00307361,0.00545205
826,67.3889,66.25,0.00307222,0.00545202
827,67.4056,66.275,0.00307084,0.00545198
828,67.4223,66.275,0.00306945,0.00545195
829,67.4306,66.275,0.00306807,0.00545192
830,67.4306,66.3,0.00306668,0.00545188
831,67.439,66.35,0.0030653,0.00545185
832,67.439,66.325,0.00306393,0.00545182
833,67.439,66.275,0.00306255,0.00545179
834,67.4556,66.3,0.00306117,0.00545177
835,67.4556,66.35,0.0030598,0.00545175
836,67.439,66.35,0.00305842,0.00545174
837,67.4473,66.375,0.00305705,0.00545173
838,67.4473,66.4,0.00305568,0.00545172
839,67.4723,66.425,0.00305431,0.00545172
840,67.464,66.425,0.00305294,0.00545173
841,67.4806,66.45,0.00305157,0.00545175
842,67.5056,66.475,0.00305021,0.00545177
843,67.5473,66.475,0.00304884,0.0054518
844,67.5723,66.475,0.00304748,0.00545184
845,67.589,66.475,0.00304612,0.00545188
846,67.614,66.525,0.00304476,0.00545193
847,67.614,66.525,0.0030434,0.00545198
848,67.5973,66.525,0.00304205,0.00545205
849,67.6056,66.55,0.00304069,0.00545211
850,67.6223,66.575,0.00303934,0.00545219
851,67.6723,66.625,0.00303799,0.00545227
852,67.6806,66.625,0.00303665,0.00545235
853,67.689,66.675,0.0030353,0.00545245
854,67.6806,66.675,0.00303396,0.00545254
855,67.689,66.65,0.00303262,0.00545264
856,67.714,66.65,0.00303129,0.00545275
857,67.7056,66.65,0.00302995,0.00545286
858,67.7223,66.7,0.00302862,0.00545298
859,67.7556,66.675,0.00302729,0.0054531
860,67.7806,66.675,0.00302597,0.00545322
861,67.7723,66.675,0.00302464,0.00545335
862,67.7556,66.7,0.00302332,0.00545348
863,67.739,66.725,0.00302201,0.00545362
864,67.7306,66.725,0.00302069,0.00545376
865,67.739,66.725,0.00301938,0.0054539
866,67.7723,66.775,0.00301807,0.00545404
867,67.789,66.8,0.00301676,0.00545419
868,67.8057,66.825,0.00301546,0.00545434
869,67.8307,66.825,0.00301416,0.0054545
870,67.8223,66.85,0.00301286,0.00545465
871,67.814,66.85,0.00301157,0.00545481
872,67.8307,66.875,0.00301027,0.00545498
873,67.8473,66.875,0.00300898,0.00545514
874,67.889,66.875,0.0030077,0.00545531
875,67.8973,66.875,0.00300641,0.00545548
876,67.914,66.9,0.00300513,0.00545565
877,67.9223,66.9,0.00300386,0.00545583
878,67.9307,66.925,0.00300258,0.00545601
879,67.939,66.95,0.00300131,0.00545619
880,67.964,66.95,0.00300004,0.00545637
881,67.989,66.975,0.00299878,0.00545655
882,67.989,66.975,0.00299751,0.00545674
883,67.9807,67.025,0.00299625,0.00545693
884,67.9973,67.05,0.002995,0.00545712
885,67.9973,67.075,0.00299374,0.00545731
886,68.0223,67.1,0.00299249,0.0054575
887,68.014,67.075,0.00299124,0.0054577
888,68.039,67.1,0.00299,0.0054579
889,68.0307,67.125,0.00298875,0.0054581
890,68.0557,67.125,0.00298752,0.0054583
891,68.064,67.1,0.00298628,0.0054585
892,68.064,67.1,0.00298504,0.00545871
893,68.0723,67.1,0.00298381,0.00545891
894,68.089,67.1,0.00298259,0.00545912
895,68.1057,67.075,0.00298136,0.00545933
896,68.1223,67.125,0.00298014,0.00545954
897,68.1307,67.1,0.00297892,0.00545975
898,68.164,67.1,0.0029777,0.00545996
899,68.1723,67.125,0.00297649,0.00546018
900,68.189,67.15,0.00297527,0.00546039
901,68.1723,67.175,0.00297406,0.00546061
902,68.1973,67.2,0.00297286,0.00546083
903,68.214,67.225,0.00297165,0.00546105
904,68.2224,67.225,0.00297045,0.00546127
905,68.2307,67.25,0.00296925,0.00546148
906,68.2557,67.25,0.00296806,0.00546171
907,68.289,67.275,0.00296686,0.00546193
908,68.3057,67.275,0.00296567,0.00546215
909,68.3224,67.275,0.00296449,0.00546237
910,68.364,67.3,0.0029633,0.00546259
911,68.3807,67.325,0.00296212,0.00546281
912,68.4057,67.35,0.00296094,0.00546304
913,68.4307,67.35,0.00295976,0.00546326
914,68.4557,67.35,0.00295858,0.00546348
915,68.4557,67.375,0.00295741,0.0054637
916,68.464,67.4,0.00295624,0.00546392
917,68.4474,67.375,0.00295507,0.00546415
918,68.4474,67.35,0.0029539,0.00546437
919,68.4474,67.375,0.00295274,0.00546459
920,68.4724,67.375,0.00295157,0.00546481
921,68.4724,67.375,0.00295041,0.00546503
922,68.489,67.375,0.00294926,0.00546524
923,68.5057,67.4,0.0029481,0.00546546
924,68.5224,67.425,0.00294695,0.00546568
925,68.539,67.375,0.0029458,0.00546589
926,68.5557,67.35,0.00294465,0.00546611
927,68.589,67.425,0.0029435,0.00546632
928,68.6141,67.45,0.00294236,0.00546653
929,68.6141,67.45,0.00294122,0.00546674
930,68.6557,67.475,0.00294008,0.00546695
931,68.7057,67.475,0.00293894,0.00546716
932,68.6807,67.475,0.00293781,0.00546737
933,68.7141,67.475,0.00293667,0.00546757
934,68.7474,67.5,0.00293554,0.00546777
935,68.7641,67.475,0.00293441,0.00546797
936,68.7307,67.425,0.00293328,0.00546817
937,68.7557,67.45,0.00293216,0.00546837
938,68.7641,67.475,0.00293103,0.00546856
939,68.7641,67.475,0.00292991,0.00546876
940,68.7807,67.5,0.00292879,0.00546895
941,68.7641,67.525,0.00292768,0.00546914
942,68.7641,67.525,0.00292656,0.00546932
943,68.7891,67.525,0.00292545,0.00546951
944,68.7807,67.55,0.00292434,0.00546969
945,68.7891,67.525,0.00292323,0.00546987
946,68.7891,67.525,0.00292212,0.00547004
947,68.7807,67.575,0.00292101,0.00547022
948,68.7891,67.6,0.00291991,0.00547039
949,68.7974,67.6,0.0029188,0.00547056
950,68.8141,67.6,0.0029177,0.00547073
951,68.8307,67.625,0.00291661,0.00547089
952,68.8391,67.65,0.00291551,0.00547106
953,68.8474,67.675,0.00291441,0.00547122
954,68.8891,67.65,0.00291332,0.00547138
955,68.9141,67.675,0.00291223,0.00547153
956,68.9141,67.675,0.00291114,0.00547168
957,68.9307,67.675,0.00291005,0.00547183
958,68.9391,67.675,0.00290896,0.00547198
959,68.9141,67.65,0.00290788,0.00547213
960,68.8974,67.65,0.00290679,0.00547227
961,68.9307,67.65,0.00290571,0.00547241
962,68.9224,67.65,0.00290463,0.00547255
963,68.9224,67.625,0.00290355,0.00547269
964,68.9391,67.625,0.00290248,0.00547282
965,68.9474,67.65,0.0029014,0.00547296
966,68.9474,67.6,0.00290033,0.00547309
967,68.9557,67.625,0.00289926,0.00547321
968,68.9807,67.625,0.00289819,0.00547334
969,68.9891,67.625,0.00289712,0.00547347
970,69.0058,67.6,0.00289605,0.00547359
971,69.0141,67.625,0.00289498,0.00547371
972,69.0224,67.625,0.00289392,0.00547383
973,69.0308,67.6,0.00289286,0.00547394
974,69.0474,67.6,0.0028918,0.00547406
975,69.0474,67.6,0.00289074,0.00547417
976,69.0391,67.6,0.00288968,0.00547429
977,69.0558,67.6,0.00288862,0.0054744
978,69.0558,67.625,0.00288757,0.00547451
979,69.0641,67.625,0.00288651,0.00547462
980,69.0641,67.65,0.00288546,0.00547472
981,69.0474,67.675,0.00288441,0.00547483
982,69.0641,67.65,0.00288336,0.00547494
983,69.0808,67.675,0.00288231,0.00547504
984,69.0974,67.675,0.00288127,0.00547514
985,69.0891,67.675,0.00288022,0.00547524
986,69.0891,67.7,0.00287918,0.00547535
987,69.0974,67.725,0.00287814,0.00547545
988,69.1058,67.7,0.0028771,0.00547555
989,69.1224,67.725,0.00287606,0.00547564
990,69.1474,67.75,0.00287502,0.00547574
991,69.1641,67.75,0.00287399,0.00547584
992,69.1724,67.75,0.00287295,0.00547594
993,69.1974,67.75,0.00287192,0.00547604
994,69.2308,67.825,0.00287089,0.00547613
995,69.2391,67.85,0.00286986,0.00547623
996,69.2224,67.875,0.00286883,0.00547632
997,69.2224,67.9,0.0028678,0.00547642
998,69.2391,67.925,0.00286677,0.00547651
999,69.2474,67.95,0.00286575,0.00547661
1000,69.2474,67.95,0.00286575,0.00547661

Training Complete!!! - > Elapsed Epochs: 1000 Validation Set Accuracy: 62.8593 Validation Set MSE: 0.00585158
